,id,label,lon-lat,geometry,neighborhood,nbhd_geom,type of region,code,population (count),age 15-25 (%),age 25-45 (%),age 45-65 (%),age >65 (%),migrants (%),Western migrants (%),non-Western migrants (%),education low (%),education secondary (%),education high (%),property value (x1000 euro),income per inhabitant (x1000 euro),40% with lowest income (%),20% with highest income (%)
10,osm-node-2797097754,non-gentrified,"[4.8033866, 52.358876]",POINT (4.8033866 52.358876),Osdorpplein e.o.,"POLYGON ((4.800791766901469 52.355168961019785, 4.799197018065611 52.3579920713029, 4.798163195242855 52.35917579198688, 4.806709133102268 52.360874997463576, 4.807455755453554 52.36101805691904, 4.80983824038576 52.35725303307607, 4.808900340126332 52.35710905401091, 4.808903475197809 52.35680654027409, 4.800791766901469 52.355168961019785))",Buurt     ,BU03638102,3275.0,13.44,32.82,19.54,13.13,74.66,12.52,62.14,25.34,30.53,33.89,298.0,22.2,46.5,16.3
11,osm-node-2809218196,non-gentrified,"[4.864426, 52.3653471]",POINT (4.864426 52.3653471),Bellamybuurt Zuid,"POLYGON ((4.862394334953078 52.36717216452074, 4.867196101561987 52.36833474942077, 4.868210493962503 52.36825813105801, 4.869574673045118 52.36858689748798, 4.870750648501526 52.3668396500991, 4.867524998607794 52.36597232951593, 4.862717112692019 52.36480182032115, 4.860762474814268 52.364366047172204, 4.860102698303591 52.364642405606716, 4.862394334953078 52.36717216452074))",Buurt     ,BU03631801,3955.0,9.86,51.33,20.35,7.84,48.8,25.92,22.88,13.91,22.5,51.58,397.0,39.3,32.1,31.8
12,osm-node-2816539133,gentrified,"[4.8835731, 52.3523349]",POINT (4.8835731 52.3523349),Harmoniehofbuurt,"POLYGON ((4.883741998302631 52.3503594248135, 4.8790634873292 52.351184236306956, 4.879251612172914 52.35146334963329, 4.882448006299783 52.35284284725061, 4.883352258316982 52.35255010402537, 4.884204314992335 52.35237428744819, 4.88609013490787 52.35222904505791, 4.8864971090187135 52.35221939780444, 4.8865301380359645 52.34979239514575, 4.886358125016344 52.34894043714468, 4.886311837473333 52.34846420477026, 4.884797798830937 52.349580897797374, 4.883741998302631 52.3503594248135))",Buurt     ,BU03634706,1385.0,5.78,19.13,20.94,45.85,27.08,19.13,7.94,5.05,15.16,49.1,563.0,37.4,27.0,29.3
13,osm-node-2840297696,gentrified,"[4.9255508, 52.3453343]",POINT (4.9255508 52.3453343),Tuindorp Amstelstation,"POLYGON ((4.9255827094879265 52.34593672605744, 4.925559030207911 52.3457300055919, 4.925603550099938 52.345640211963556, 4.92608683502252 52.34534846637275, 4.921342824492516 52.342542384821044, 4.920591064963573 52.342960094819134, 4.918883978754072 52.34373142143874, 4.918273710986171 52.34496234841346, 4.91857504636878 52.345012974519875, 4.919158328451284 52.345039504541845, 4.919374782471985 52.34540912741945, 4.919677507760697 52.345634747538945, 4.920618949609044 52.34583619291165, 4.921642232225568 52.34593117835284, 4.9255827094879265 52.34593672605744))",Buurt     ,BU03635505,840.0,9.52,23.81,29.76,23.81,55.36,11.9,43.45,25.0,20.24,30.95,285.0,19.8,55.9,6.2
14,osm-node-2862830493,non-gentrified,"[4.9522586, 52.3140323]",POINT (4.9522586 52.3140323),Amsterdamse Poort,"POLYGON ((4.9580520926854525 52.317382559087505, 4.95952289925505 52.315758087487794, 4.9610212767103805 52.315452562708295, 4.960659212157169 52.314602003061744, 4.960250030119202 52.31429157225954, 4.957706569209833 52.313406416744016, 4.95710095052555 52.31406167244666, 4.9525313372987805 52.312532327077534, 4.950558766289536 52.31185079908414, 4.948711664021611 52.31121073233622, 4.945612174459848 52.31462143692319, 4.951122911363947 52.31649709100617, 4.952139861856128 52.31536388136273, 4.954655116996774 52.31624658150625, 4.954774110125669 52.31612046863259, 4.955488728238149 52.31637370264082, 4.955374729731438 52.316484015971824, 4.956232547502329 52.31677731425054, 4.956340965585288 52.3166600591935, 4.957150492888913 52.316943288350224, 4.957042205458852 52.31704719777209, 4.9580520926854525 52.317382559087505))",Buurt     ,BU03639304,1395.0,19.35,28.32,28.67,12.19,88.89,15.41,73.48,35.13,35.84,12.9,207.0,19.0,58.6,3.7
15,osm-node-3855416069,gentrified,"[4.8911488, 52.3505111]",POINT (4.8911488 52.3505111),Cornelis Troostbuurt,"POLYGON ((4.891286888970093 52.34822464425639, 4.886311837473333 52.34846420477026, 4.886358125016344 52.34894043714468, 4.8865301380359645 52.34979239514575, 4.8864971090187135 52.35221939780444, 4.886782134963351 52.35221417691483, 4.891167156822429 52.352799131925956, 4.891383156902782 52.35210798043677, 4.891355369915345 52.35141580747636, 4.8916005176779755 52.35064370802982, 4.8913256466028745 52.348440332975, 4.891286888970093 52.34822464425639))",Buurt     ,BU03632503,3500.0,9.43,48.29,21.0,11.71,46.14,25.86,20.29,9.71,17.71,58.57,441.0,38.5,33.5,32.8
16,osm-node-4320585689,gentrified,"[4.8839229, 52.3723323]",POINT (4.8839229 52.3723323),Felix Meritisbuurt,"POLYGON ((4.882588167578911 52.368915449907924, 4.882925583140543 52.37240978453929, 4.88306195254267 52.37398379936667, 4.883307555140688 52.37404861262539, 4.884734441573558 52.3740007949451, 4.885280600847314 52.3739853156673, 4.885474638876517 52.37396784803, 4.885657772380186 52.373914742551534, 4.886236455139385 52.373593904330676, 4.886483088477119 52.3734960827276, 4.886918502919502 52.373416854055385, 4.887427002488093 52.37337401794722, 4.888529606142891 52.373288699741714, 4.88886187011821 52.37326043917049, 4.888395432632341 52.37214871746788, 4.887868275477045 52.36875641895408, 4.884793623475046 52.36884722009199, 4.882588167578911 52.368915449907924))",Buurt     ,BU03630202,2055.0,10.71,38.44,29.44,15.33,47.45,36.25,11.19,3.89,13.63,68.61,782.0,68.4,30.0,40.5
17,osm-node-5141376829,non-gentrified,"[4.8841132, 52.3803048]",POINT (4.8841132 52.3803048),Driehoekbuurt,"POLYGON ((4.88041315226053 52.37960778545581, 4.882979771595797 52.383628199131714, 4.887956466317741 52.38072486783252, 4.88041315226053 52.37960778545581))",Buurt     ,BU03630600,2735.0,8.78,41.86,26.69,15.17,41.32,28.15,13.16,8.41,16.45,62.16,427.0,39.0,38.1,28.2
18,osm-node-6635658719,non-gentrified,"[4.8940784, 52.3761474]",POINT (4.8940784 52.3761474),Nieuwe Kerk e.o.,"POLYGON ((4.892079830571488 52.37519043252738, 4.893555545217269 52.376200565251125, 4.89508786177461 52.37619211365635, 4.895381342324643 52.37616663950411, 4.896530782435684 52.37572206796376, 4.893152803084815 52.373200317553966, 4.892951362977451 52.3727229485836, 4.892047955711432 52.372764157611265, 4.891215914204723 52.37270679390443, 4.890626660231313 52.372605459316006, 4.890589330210668 52.37319849160243, 4.890993683609869 52.37408996993891, 4.892079830571488 52.37519043252738))",Buurt     ,BU03630104,820.0,15.85,56.1,16.46,5.49,58.54,37.2,21.34,9.76,24.39,54.88,466.0,36.0,32.9,25.6
19,osm-node-1310974796,gentrified,"[4.8935454, 52.3701184]",POINT (4.8935454 52.3701184),Nes e.o.,"POLYGON ((4.892951362977451 52.3727229485836, 4.893893617185108 52.372529148413314, 4.894125180024033 52.37240455464958, 4.895737711010795 52.37185069538646, 4.894690252274797 52.370756358470054, 4.894176840386872 52.36920995289361, 4.892450954666337 52.36907274626438, 4.893051943507122 52.37217664603449, 4.892905995452405 52.3723006065017, 4.892951362977451 52.3727229485836))",Buurt     ,BU03630003,350.0,15.71,51.43,20.0,7.14,50.0,37.14,12.86,5.71,22.86,65.71,617.0,37.1,35.4,30.6
20,osm-node-1641002657,non-gentrified,"[4.8542756, 52.3539315]",POINT (4.8542756 52.3539315),Schinkelbuurt Noord,"POLYGON ((4.854796884493736 52.35627591529394, 4.855359308511795 52.354818696083484, 4.855497947818388 52.35443275517172, 4.856415936854524 52.351929153507704, 4.856624516359027 52.35149854094431, 4.854073036205722 52.35080391554606, 4.853496799177183 52.35079242073026, 4.852667089615688 52.350914730074216, 4.85240993936906 52.35095163169024, 4.853579220910392 52.35474691639596, 4.854088124321982 52.35640273333185, 4.854796884493736 52.35627591529394))",Buurt     ,BU03634500,2430.0,10.08,50.21,22.22,7.82,43.83,27.98,15.84,8.23,22.22,59.26,444.0,42.6,27.8,35.7
21,osm-node-2138577029,gentrified,"[4.882715, 52.3647599]",POINT (4.882715 52.3647599),Leidsebuurt Noordwest,"POLYGON ((4.88163393667051 52.36470615680102, 4.880705170437114 52.36542587899921, 4.8808709007044815 52.36547997501682, 4.882719747399598 52.36615075749426, 4.884502473035528 52.365036222752735, 4.882787849666909 52.3642093387945, 4.882368375622712 52.36445619637614, 4.88226453446755 52.364427576998835, 4.881792122319618 52.36478444125451, 4.88163393667051 52.36470615680102))",Buurt     ,BU03630700,260.0,15.38,51.92,23.08,7.69,53.85,36.54,17.31,3.85,15.38,76.92,509.0,39.5,33.8,31.2
22,osm-node-2414357210,non-gentrified,"[4.8754251, 52.3653916]",POINT (4.8754251 52.3653916),Helmersbuurt Oost,"POLYGON ((4.877539488305884 52.36678157400639, 4.878880248558629 52.365702788895945, 4.879269121908005 52.36495753257857, 4.879370826146244 52.36432622122818, 4.878676659788145 52.36416110285371, 4.878864079657716 52.363801544590444, 4.875455794418641 52.36281254532344, 4.873382853314562 52.365547072890976, 4.877539488305884 52.36678157400639))",Buurt     ,BU03632000,2595.0,11.95,44.51,21.77,9.83,41.23,29.87,11.37,5.78,17.73,60.12,625.0,46.9,29.0,38.4
23,osm-node-2423888956,gentrified,"[4.8741398, 52.3639897]",POINT (4.8741398 52.3639897),WG terrein,"POLYGON ((4.871904316141046 52.36512788503097, 4.873382853314562 52.365547072890976, 4.875455794418641 52.36281254532344, 4.87362528247282 52.36232314523217, 4.867920274389096 52.36083307615274, 4.8674628756987435 52.3614870394631, 4.868167350426605 52.36166116701707, 4.866712482046314 52.36378235787246, 4.871904316141046 52.36512788503097))",,,,,,,,,,,,,,,,,
24,osm-node-2506045347,gentrified,"[4.890411, 52.3562952]",POINT (4.890411 52.3562952),Frans Halsbuurt,"POLYGON ((4.886774062345103 52.35529280554685, 4.886584068733057 52.356390394264515, 4.886635115879135 52.357590833068585, 4.8867608324006895 52.35875698444841, 4.886868366422505 52.35974609003989, 4.887365205697977 52.360222741292674, 4.889326616482213 52.35876632038431, 4.890870496075939 52.35832000139159, 4.890848426374772 52.35805544471561, 4.890452942419485 52.355447206641124, 4.889076402914332 52.35516311657401, 4.886774062345103 52.35529280554685))",Buurt     ,BU03632402,2645.0,10.4,50.28,21.93,8.51,50.28,32.33,17.96,17.77,19.66,50.66,479.0,43.7,31.0,34.5
25,osm-node-251168505,gentrified,"[4.8991163, 52.371915]",POINT (4.8991163 52.371915),Burgwallen Oost,"POLYGON ((4.895737711010795 52.37185069538646, 4.899390401689737 52.37473436085741, 4.899622777171768 52.37468242531892, 4.900265697077735 52.374461142360694, 4.901255952891248 52.374162190105885, 4.9009174768608155 52.37357848732083, 4.900737231174002 52.373149168323295, 4.901039078764813 52.373095043796766, 4.900433370950524 52.37206189027134, 4.899863427547947 52.372186587061165, 4.898713691918813 52.37098261953863, 4.896751746918382 52.37151678243619, 4.895737711010795 52.37185069538646))",Buurt     ,BU03630002,1615.0,15.79,48.3,19.2,10.84,53.25,33.44,19.81,9.91,27.24,55.11,462.0,29.2,43.7,18.3
26,osm-node-2647227084,non-gentrified,"[4.9105213, 52.3581243]",POINT (4.9105213 52.3581243),Oosterparkbuurt Noordwest,"POLYGON ((4.908295286889492 52.360577186274014, 4.9087194505779355 52.360627345226796, 4.909896581924315 52.36056091431717, 4.910315233688346 52.36059819288212, 4.910779610825684 52.36073847350721, 4.911381136329288 52.361115590753094, 4.911693167224786 52.361232516412024, 4.913375261370968 52.36136432485191, 4.914011142444777 52.36147561955772, 4.915041533124003 52.36176990195762, 4.915958620855949 52.36018924623361, 4.916707201606553 52.35911311323828, 4.917424343336639 52.35802894142407, 4.910867715826517 52.35636701933047, 4.9101742677213345 52.3574878276712, 4.908295286889492 52.360577186274014))",Buurt     ,BU03632800,3760.0,9.57,46.68,22.61,12.23,52.79,20.61,32.18,13.3,20.74,52.66,392.0,32.5,38.9,25.2
27,osm-node-2721522154,non-gentrified,"[4.8925972, 52.3762192]",POINT (4.8925972 52.3762192),Spuistraat Noord,"POLYGON ((4.891347568486635 52.37631838107234, 4.892168351339234 52.37702869803226, 4.892376467083173 52.37698112417447, 4.892829872707987 52.37688415327586, 4.893386863235524 52.376769322693676, 4.894231252816129 52.376594884529155, 4.893555545217269 52.376200565251125, 4.892079830571488 52.37519043252738, 4.890993683609869 52.37408996993891, 4.890589330210668 52.37319849160243, 4.890589330210668 52.37319849160243, 4.88967208183696 52.37324852230813, 4.889145615633147 52.37323741115772, 4.88886187011821 52.37326043917049, 4.889430616620799 52.37461381892363, 4.891347568486635 52.37631838107234))",Buurt     ,BU03630103,825.0,13.33,54.55,19.39,8.48,54.55,38.18,16.36,4.85,35.15,50.91,480.0,37.1,35.1,27.8
28,osm-node-2722212002,non-gentrified,"[4.8891393, 52.3690672]",POINT (4.8891393 52.3690672),Spuistraat Zuid,"POLYGON ((4.887868275477045 52.36875641895408, 4.888395432632341 52.37214871746788, 4.88886187011821 52.37326043917049, 4.889145615633147 52.37323741115772, 4.88967208183696 52.37324852230813, 4.890589330210668 52.37319849160243, 4.890626660231313 52.372605459316006, 4.8906386244847155 52.37139243807763, 4.889338805109296 52.36933751101427, 4.889238057004946 52.36867222091147, 4.888562671713075 52.36812018383005, 4.888102390384731 52.36854830679992, 4.887868275477045 52.36875641895408))",Buurt     ,BU03630105,725.0,12.41,51.03,21.38,8.97,55.17,39.31,15.86,5.52,26.21,60.69,475.0,41.6,33.1,31.8
29,osm-node-2724038779,gentrified,"[4.8920331, 52.3676413]",POINT (4.8920331 52.3676413),Kalverdriehoek,"POLYGON ((4.891460425854066 52.36701616770151, 4.889703518735524 52.36727721644667, 4.888562671713075 52.36812018383005, 4.889238057004946 52.36867222091147, 4.891003138605819 52.3689851239217, 4.892450954666337 52.36907274626438, 4.892775618013468 52.368419122673025, 4.8940920413402065 52.36732128058245, 4.893147724766222 52.36698515771727, 4.891460425854066 52.36701616770151))",Buurt     ,BU03630107,310.0,22.58,53.23,14.52,6.45,58.06,40.32,17.74,6.45,35.48,51.61,,43.1,32.1,35.9
30,osm-node-2729941686,gentrified,"[4.8854013, 52.3654336]",POINT (4.8854013 52.3654336),Spiegelbuurt,"POLYGON ((4.8905131679262075 52.36550252991074, 4.889395826760536 52.364256092963856, 4.889395826760536 52.364256092963856, 4.888016296165818 52.36270700139722, 4.8878249706377845 52.36277490569894, 4.884502473035528 52.365036222752735, 4.887988341916879 52.3666985574495, 4.888207943611415 52.36677462056565, 4.8905131679262075 52.36550252991074))",Buurt     ,BU03630300,820.0,9.76,43.29,23.78,12.8,54.27,37.2,17.07,10.98,17.07,57.32,829.0,55.5,25.9,43.3
31,osm-node-2736625494,non-gentrified,"[4.800705, 52.3913383]",POINT (4.800705 52.3913383),,,,,,,,,,,,,,,,,,,
32,osm-node-2743544698,gentrified,"[4.9119866, 52.3700791]",POINT (4.9119866 52.3700791),Kadijken,"POLYGON ((4.909813516615149 52.36918208820302, 4.91100976073346 52.36991405557749, 4.9129388060850365 52.37115019218364, 4.913394571200711 52.37142735502165, 4.9142669579871825 52.371033900994966, 4.914503919294691 52.370927084718986, 4.915034366021258 52.370638044671864, 4.917067945161193 52.36994963489468, 4.920302569277958 52.368855149674594, 4.924383919494067 52.36747372120389, 4.925276981726267 52.36717171686712, 4.925062027259432 52.366953375682506, 4.924064812493657 52.36655748046265, 4.921729396521426 52.36509847031591, 4.91325172816348 52.3680159502603, 4.91103460916668 52.36880291574297, 4.910684774879558 52.368742189446714, 4.909813516615149 52.36918208820302))",Buurt     ,BU03630908,2905.0,10.67,27.19,33.22,20.14,38.38,22.72,15.66,9.64,23.75,54.73,492.0,36.8,37.4,28.8
33,osm-node-2809216576,non-gentrified,"[4.869803, 52.3689303]",POINT (4.869803 52.3689303),De Costabuurt Noord,"POLYGON ((4.869574673045118 52.36858689748798, 4.8679448862841435 52.37101085172903, 4.867358347255317 52.37178683977751, 4.86929887506938 52.372219474469766, 4.875379600497657 52.373407084186994, 4.875172934642597 52.37297909428038, 4.874595809539668 52.37246002795997, 4.874451189871118 52.37218505159631, 4.874506435442531 52.37187732656209, 4.87570893757585 52.369431170926035, 4.876709967405812 52.36848144420303, 4.872157346486967 52.367260022563954, 4.870750648501526 52.3668396500991, 4.869574673045118 52.36858689748798))",,,,,,,,,,,,,,,,,
34,osm-node-2816881087,non-gentrified,"[4.8773141, 52.3477968]",POINT (4.8773141 52.3477968),Beethovenbuurt,"POLYGON ((4.883741998302631 52.3503594248135, 4.884797798830937 52.349580897797374, 4.88290194253524 52.34862966007831, 4.879737262166709 52.34704318568756, 4.87931907539464 52.346978612401564, 4.876878314484187 52.34689594181214, 4.8772086707124815 52.349054608613145, 4.87862647747287 52.35036375450303, 4.8790634873292 52.351184236306956, 4.883741998302631 52.3503594248135))",Buurt     ,BU03634901,1260.0,11.51,22.62,26.59,19.05,42.86,32.54,10.32,7.14,14.29,47.62,1386.0,68.0,28.4,48.0
35,osm-node-2817559350,gentrified,"[4.8978918, 52.3556401]",POINT (4.8978918 52.3556401),Sarphatiparkbuurt,"POLYGON ((4.8969674507779555 52.356894562426405, 4.898483591151349 52.357341275433775, 4.898215186657719 52.35796005096716, 4.89874386333343 52.357974097402234, 4.899157982396105 52.35805341449618, 4.899540351760656 52.357128130395964, 4.899724491785631 52.3566815243997, 4.901225582012438 52.35481815775341, 4.899151822987557 52.35413536570073, 4.894565618490386 52.35325327480289, 4.891167156822429 52.352799131925956, 4.890321132590224 52.35488954823953, 4.890452942419485 52.355447206641124, 4.892884654159216 52.355951711945046, 4.895538032275744 52.35649317371283, 4.8969674507779555 52.356894562426405))",Buurt     ,BU03632404,5005.0,12.49,49.75,21.08,9.19,47.05,27.97,19.08,18.18,17.18,54.15,438.0,38.7,34.1,29.4
36,osm-node-2818342227,gentrified,"[4.9069749, 52.3410003]",POINT (4.9069749 52.3410003),Rijnbuurt  Midden,"POLYGON ((4.902015306479208 52.34283942795329, 4.905530106328931 52.3427020267151, 4.906538671186459 52.34280499246166, 4.9074053817066146 52.34057514177552, 4.9076915414969005 52.34038301983124, 4.9061803314300985 52.340271101183184, 4.901736759147248 52.340412624209094, 4.902015306479208 52.34283942795329))",,,,,,,,,,,,,,,,,
37,osm-node-2848620129,non-gentrified,"[4.9243165, 52.3905375]",POINT (4.9243165 52.3905375),Vogelbuurt Noord,"POLYGON ((4.9264477640014395 52.38841236989651, 4.926995192317837 52.388368032049996, 4.927421401410611 52.38824857864097, 4.929649607711041 52.38739263964361, 4.928144247581016 52.38593153206614, 4.92391572077489 52.38756115743847, 4.920286620284773 52.38893743248509, 4.924202915818397 52.39069627782171, 4.924797903664429 52.39066548264718, 4.925054762942302 52.38935505093613, 4.924852848884722 52.388340904134886, 4.925385314047006 52.388259441212035, 4.925658351288108 52.38834107991433, 4.9264477640014395 52.38841236989651))",Buurt     ,BU03636102,1305.0,8.81,39.85,24.14,10.73,50.19,14.18,36.02,15.33,25.29,37.55,339.0,22.5,49.1,12.7
38,osm-node-2861998358,non-gentrified,"[4.9432039, 52.3220158]",POINT (4.9432039 52.3220158),Venserpolder West,"POLYGON ((4.942846181447845 52.32464345948375, 4.942715923352243 52.32508341571312, 4.942947618480903 52.325149042730196, 4.943953072568713 52.323996088080655, 4.944990235768381 52.322894158988426, 4.945573110943464 52.32244699256541, 4.945694291479439 52.32234857936412, 4.94590429484798 52.32216052979466, 4.946740153242542 52.32125605946557, 4.947285962766311 52.320637709278024, 4.9474888717672645 52.320512904403664, 4.94751078375771 52.320499638997745, 4.947544263436718 52.32037717021085, 4.950476653211276 52.317169464412345, 4.946134045226953 52.315676796727736, 4.945316206934987 52.315508639226536, 4.945032465936405 52.31540920778474, 4.941268149337476 52.3196601394322, 4.9404525793703105 52.32078511831344, 4.941000139921275 52.3210447293149, 4.940209281693677 52.32179509924597, 4.940202626853714 52.322456484283926, 4.940262819018082 52.322728097442244, 4.943342129117322 52.323776788116334, 4.94263533068267 52.324591257409146, 4.942846181447845 52.32464345948375))",Buurt     ,BU03639300,5210.0,11.13,33.97,28.02,12.28,82.05,12.38,69.67,27.45,25.14,27.64,215.0,22.0,49.0,9.7
39,osm-node-3050578441,gentrified,"[4.8888217, 52.3667662]",POINT (4.8888217 52.3667662),Gouden Bocht,"POLYGON ((4.893134364596355 52.36608197093237, 4.892338681149699 52.363862095494284, 4.889395826760536 52.364256092963856, 4.8905131679262075 52.36550252991074, 4.888207943611415 52.36677462056565, 4.888853877593696 52.366998798675134, 4.890104585878399 52.366509731890346, 4.890365102736265 52.36646584188269, 4.89152071740244 52.366317939431376, 4.893134364596355 52.36608197093237))",Buurt     ,BU03630301,145.0,17.24,34.48,24.14,17.24,44.83,37.93,6.9,34.48,13.79,34.48,993.0,66.8,25.4,43.0
