,id,label,lon-lat,geometry,neighborhood,nbhd_geom,type of region,code,population (count),age 15-25 (%),age 25-45 (%),age 45-65 (%),age >65 (%),migrants (%),Western migrants (%),non-Western migrants (%),education low (%),education secondary (%),education high (%),property value (x1000 euro),income per inhabitant (x1000 euro),40% with lowest income (%),20% with highest income (%)
10,20190513TMX7316010203-001178pano_0001_003924_4.87931014917674_52.3686241412676,gentrified,"['4.87931014917674', '52.3686241412676']",POINT (4.87931014917674 52.3686241412676),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
11,20230130TMX7316010203-002951pano_0005_000048_4.87872463875528_52.3684880576175,gentrified,"['4.87872463875528', '52.3684880576175']",POINT (4.87872463875528 52.3684880576175),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
12,20220127TMX7316010203-002445pano_0005_000101_4.87795612992401_52.3714530850862,gentrified,"['4.87795612992401', '52.3714530850862']",POINT (4.87795612992401 52.3714530850862),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
13,20191310TMX7316010203-001551pano_0000_001069_4.87996904757925_52.3732483325725,gentrified,"['4.87996904757925', '52.3732483325725']",POINT (4.87996904757925 52.3732483325725),Bloemgrachtbuurt,"POLYGON ((4.88306195254267 52.37398379936667, 4.8763855460279215 52.372319465374545, 4.8768565695869865 52.373848959161194, 4.8769053685546995 52.37395989814433, 4.877062749742261 52.374320938766, 4.877640247694476 52.375233970738954, 4.8849093516274245 52.37667088656671, 4.884297433898147 52.37592927505932, 4.883197676167445 52.37483362601714, 4.88306195254267 52.37398379936667))",Buurt     ,BU03630602,2945.0,10.36,36.67,26.99,16.64,42.95,30.22,12.73,6.79,17.66,59.76,529.0,41.6,33.8,31.8
14,20230220TMX7316010203-002979pano_0014_000117_4.87691820727638_52.3711088688828,gentrified,"['4.87691820727638', '52.3711088688828']",POINT (4.87691820727638 52.3711088688828),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
15,20230220TMX7316010203-002979pano_0014_000208_4.87870686061501_52.3707470239906,gentrified,"['4.87870686061501', '52.3707470239906']",POINT (4.87870686061501 52.3707470239906),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
16,20200424TMX7316010203-001675pano_0000_004596_4.88261867855468_52.3731737650563,gentrified,"['4.88261867855468', '52.3731737650563']",POINT (4.88261867855468 52.3731737650563),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
17,20230220TMX7316010203-002978pano_0004_000071_4.88260717761486_52.3717824096909,gentrified,"['4.88260717761486', '52.3717824096909']",POINT (4.88260717761486 52.3717824096909),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
18,20221231TMX7316010203-002922pano_0007_000015_4.87805848150759_52.3694694752438,gentrified,"['4.87805848150759', '52.3694694752438']",POINT (4.87805848150759 52.3694694752438),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
19,20230220TMX7316010203-002978pano_0004_000075_4.88259436161583_52.3715964949721,gentrified,"['4.88259436161583', '52.3715964949721']",POINT (4.88259436161583 52.3715964949721),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
20,20230116TMX7316010203-002936pano_0015_000017_4.87947771260595_52.3693000342573,gentrified,"['4.87947771260595', '52.3693000342573']",POINT (4.87947771260595 52.3693000342573),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
21,20230220TMX7316010203-002979pano_0012_000047_4.8796190810368_52.3680220067009,gentrified,"['4.8796190810368', '52.3680220067009']",POINT (4.8796190810368 52.3680220067009),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
22,20230220TMX7316010203-002979pano_0013_000025_4.87919094677884_52.3678118944318,gentrified,"['4.87919094677884', '52.3678118944318']",POINT (4.87919094677884 52.3678118944318),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
23,20200424TMX7316010203-001673pano_0000_001055_4.882468016803_52.3738846656156,gentrified,"['4.882468016803', '52.3738846656156']",POINT (4.882468016803 52.3738846656156),Bloemgrachtbuurt,"POLYGON ((4.88306195254267 52.37398379936667, 4.8763855460279215 52.372319465374545, 4.8768565695869865 52.373848959161194, 4.8769053685546995 52.37395989814433, 4.877062749742261 52.374320938766, 4.877640247694476 52.375233970738954, 4.8849093516274245 52.37667088656671, 4.884297433898147 52.37592927505932, 4.883197676167445 52.37483362601714, 4.88306195254267 52.37398379936667))",Buurt     ,BU03630602,2945.0,10.36,36.67,26.99,16.64,42.95,30.22,12.73,6.79,17.66,59.76,529.0,41.6,33.8,31.8
24,20220429TMX7316010203-002550pano_0000_000703_4.87985932682447_52.3707184642645,gentrified,"['4.87985932682447', '52.3707184642645']",POINT (4.87985932682447 52.3707184642645),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
25,20230220TMX7316010203-002978pano_0004_000103_4.88246724729562_52.370306332581,gentrified,"['4.88246724729562', '52.370306332581']",POINT (4.88246724729562 52.370306332581),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
26,20200424TMX7316010203-001675pano_0000_004249_4.87940871329964_52.3713936630531,gentrified,"['4.87940871329964', '52.3713936630531']",POINT (4.87940871329964 52.3713936630531),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
27,20230227TMX7316010203-002985pano_0000_000066_4.88252399465787_52.3709797437769,gentrified,"['4.88252399465787', '52.3709797437769']",POINT (4.88252399465787 52.3709797437769),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
28,20230213TMX7316010203-002967pano_0004_000125_4.8809839685568_52.3715595837789,gentrified,"['4.8809839685568', '52.3715595837789']",POINT (4.8809839685568 52.3715595837789),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
29,20230213TMX7316010203-002969pano_0000_000098_4.88253370696927_52.3711404002539,gentrified,"['4.88253370696927', '52.3711404002539']",POINT (4.88253370696927 52.3711404002539),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
30,20210317TMX7316010203-002044pano_0000_001062_4.87907397056605_52.3717259462014,gentrified,"['4.87907397056605', '52.3717259462014']",POINT (4.87907397056605 52.3717259462014),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
31,20220429TMX7316010203-002550pano_0000_000748_4.8809087064618_52.3696152726921,gentrified,"['4.8809087064618', '52.3696152726921']",POINT (4.8809087064618 52.3696152726921),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
32,20230220TMX7316010203-002978pano_0004_000076_4.88258920191402_52.3715496797018,gentrified,"['4.88258920191402', '52.3715496797018']",POINT (4.88258920191402 52.3715496797018),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
33,20230213TMX7316010203-002969pano_0000_000139_4.88238140661927_52.3690930024909,gentrified,"['4.88238140661927', '52.3690930024909']",POINT (4.88238140661927 52.3690930024909),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
34,20210317TMX7316010203-002044pano_0000_000842_4.88207996622476_52.3700044277558,gentrified,"['4.88207996622476', '52.3700044277558']",POINT (4.88207996622476 52.3700044277558),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
35,20230220TMX7316010203-002979pano_0013_000045_4.87860697737382_52.3686503721504,gentrified,"['4.87860697737382', '52.3686503721504']",POINT (4.87860697737382 52.3686503721504),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
36,20230227TMX7316010203-002985pano_0000_000107_4.8823738067099_52.3690687619893,gentrified,"['4.8823738067099', '52.3690687619893']",POINT (4.8823738067099 52.3690687619893),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
37,20190513TMX7316010203-001178pano_0001_002662_4.87903652408938_52.3680444952643,gentrified,"['4.87903652408938', '52.3680444952643']",POINT (4.87903652408938 52.3680444952643),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
38,20220622TMX7316010203-002619pano_0029_000097_4.87953964862397_52.3691655072889,gentrified,"['4.87953964862397', '52.3691655072889']",POINT (4.87953964862397 52.3691655072889),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
39,20230227TMX7316010203-002985pano_0004_000057_4.87851972460093_52.3687754692726,gentrified,"['4.87851972460093', '52.3687754692726']",POINT (4.87851972460093 52.3687754692726),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
40,20220429TMX7316010203-002550pano_0000_000412_4.87901455507488_52.3719409196717,gentrified,"['4.87901455507488', '52.3719409196717']",POINT (4.87901455507488 52.3719409196717),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
41,20230220TMX7316010203-002979pano_0012_000049_4.87949208346893_52.3679802349055,gentrified,"['4.87949208346893', '52.3679802349055']",POINT (4.87949208346893 52.3679802349055),Elandsgrachtbuurt,"POLYGON ((4.882588094483042 52.36892187581753, 4.879082227264428 52.3677387921189, 4.878284886874096 52.36881942199649, 4.87628630302112 52.37182026365919, 4.8763855460279215 52.372319465374545, 4.88306195254267 52.37398379936667, 4.882925583140543 52.37240978453929, 4.882588094483042 52.36892187581753))",Buurt     ,BU03630606,4325.0,9.71,37.69,27.75,17.11,44.39,29.83,14.57,7.17,21.04,57.57,477.0,39.8,37.8,28.1
