"186","1089","no","83","17","More luke an old chique hotel thatâ€™s there allready for a long time","1525","1574588586","idfa testings"
"187","1773","yes","10","90","Wrong choice","4430","1574589196","idfa testings"
"188","1262","yes","5","95","Style letters ","3466","1574589329","idfa testings"
"189","1532","no","100","0","Window ","4125","1574589382","idfa testings"
"190","1494","yes","18","82","Layout","2907","1574590128","idfa testings"
"191","1089","no","80","20","Oldfashioned ","1702","1574590236","idfa testings"
"192","1189","yes","15","85","Skaten","2150","1574590260","idfa testings"
"193","1355","no","80","20","Seems kind of authentic to me.","3421","1574595287","idfa testings"
"194","1259","no","79","21","Vintage does not mean gentrification per se.","2968","1574595307","idfa testings"
"195","1151","no","78","22","Seems like a shitty restaurant millenials would not bother visit.","1363","1574595338","idfa testings"
"196","533","yes","6","94","It's a rather expensive shop","4751","1574597180","idfa testings"
"197","1334","no","83","17","Poop","2095","1574598217","idfa testings"
"198","1307","no","92","8","O","4039","1574598234","idfa testings"
"199","1355","no","79","21","O","9527","1574598248","idfa testings"
"200","1151","no","77","23","Pooo","1927","1574598278","idfa testings"
"201","1089","no","80","20","O","3780","1574598330","idfa testings"
"202","1259","no","79","21","Could have been there for a long time. Old school vintage shop?","3552","1574598351","idfa testings"
"203","1410","yes","23","78","Type of letters","2424","1574599964","idfa testings"
"204","1307","no","91","9","It can be gentrified, but doesn't have to be","5897","1574600010","idfa testings"
"205","1517","no","84","16","It's just an office, can be anywhere","3863","1574600065","idfa testings"
"206","1228","no","86","14","Not every clothingstore is gentrified","4008","1574600111","idfa testings"
"207","1410","yes","23","77","More hip type of letters. Only curry, not a normal Asian toko","2300","1574603611","idfa testings"
"208","1517","no","82","18","Casting companies are not new neither hip or a form of gentrification","8321","1574603700","idfa testings"
"209","1228","no","84","16","Just a shop, not specifically gentrified. ","4470","1574603744","idfa testings"
"210","1089","no","77","23","Just expensive, not gentrified","1566","1574603805","idfa testings"
"211","1410","yes","23","77","Hip
","8803","1574611733","idfa testings"
"212","492","yes","13","87","Seafood is expensive","1904","1574612259","idfa testings"
"213","492","yes","15","85","Seafood is expensive","2201","1574612969","idfa testings"
"214","1502","yes","20","80","L","3279","1574621646","idfa testings"
"215","1151","no","79","21","They are wrong","6958","1574773032","idfa testings"
"216","1410","yes","21","79","It looks like  small supermarket. From what I understood Gentrified neighbourhoods want shops in close proximity","6810","1574928993","idfa testings"
"217","1334","no","85","15","Looks like a terror hideaway ","2101","1575147163","idfa testings"
"218","1530","no","96","4","Looks authentic","2670","1580396581","idfa testings"
"219","1151","no","79","21","Witte lounge stoelen = volks","2502","1581610795","idfa testings"
"220","1355","no","83","17","i guess i'm wrong. i thought it was just a shop, but a shop with a restaurant = gentrified...","3050","1582290327","idfa testings"
"221","1089","no","76","24","It is a very old hotel. Hotels in general make areas more gentle, but tourism can be super trashy rather than hip.","2489","1583105120","idfa testings"
"222","1411","no","81","19","This place has an owner with roots in the neighborhood","12404","1583759311","idfa testings"
"223","1259","no","80","20","Vintage clothing comeâ€™on...","4187","1583759431","idfa testings"
"224","1517","no","82","18","Not new...","42384","1583759486","idfa testings"
"225","492","yes","13","87","Accident
","1714","1588171598","idfa testings"
"226","1381","yes","20","80","No idea","1413","1588171646","idfa testings"
"227","1386","yes","19","81","I'm starting to get confused","1080","1588171711","idfa testings"
"228","1510","yes","7","93","Looks ironic. Small collection of what could be desirable objects in the window.","3220","1588778696","idfa testings"
"229","492","yes","14","86","While not 'cool' it' looks up-market, which is a marker of gentrification for me, personally. Pride and level of polish to the appearance. Seafood is a gentrified cuisine IMO.","1705","1588778810","idfa testings"
"230","1355","no","83","17","I know it because I live in the neighbourhood and altough I think it aspires that airspace/hipster image I dont think they really achieve it and attract that type of customers.. ","1968","1588929700","idfa testings"
"231","1259","no","80","20","This is very interesting.. Do slightly failed attempts at gentrification also count als gentrification. I pass this store daily and I think it is unsuccesful and unprofitable and it will disappear soon. I associate gentrification also with commercial succes, it seems! 
","1828","1588929887","idfa testings"
"232","1259","no","80","20","not hipster enough, font ","1251","1589977321","idfa testings"
"233","1411","no","80","20","Hoi","1686","1590148030","idfa testings"
"234","1905","yes","15","85","that is what i think","13685","1591172254","idfa testings"
"235","1189","yes","10","90","looks like a pop-up store/temporary space for skaters (loose sign over the window)","1967","1592818590","idfa testings"
"236","1355","no","83","17","not seems so fancy
","6705","1593765569","idfa testings"
"237","1259","no","80","20","common used shop
","3424","1593765592","idfa testings"
