,id,label,year,lon-lat,geometry,neighborhood,nbhd_geom
144,1133.jpg,non-gentrified,2019,"['4.9726412', '52.3220422']",POINT (4.9726412 52.3220422),G-buurt West,"POLYGON ((4.967471595803325 52.323314660613214, 4.967558013530156 52.32321906778099, 4.967725722884645 52.323058017674754, 4.967848814238079 52.323008527016235, 4.969600527800501 52.32289212955286, 4.969760023769187 52.32291740870531, 4.970176432723697 52.32247348884946, 4.970305082691359 52.32251892593871, 4.971537551932751 52.322972604950586, 4.972165192329051 52.3231453508614, 4.972556801986995 52.32328167500351, 4.973179094445593 52.323509761321034, 4.973810884586872 52.32280458922676, 4.977487638808929 52.32397805627141, 4.977507547518865 52.32383131030635, 4.9780183883391445 52.323462827623906, 4.977818434537443 52.32318729053751, 4.9775378485477395 52.323082510862996, 4.974621149807652 52.322076802846205, 4.974333603053512 52.322375361678915, 4.968900393575105 52.32048129664511, 4.970313417189066 52.31896573450528, 4.967763734041121 52.31809214486388, 4.966952899671273 52.31768194192261, 4.964994945311219 52.317027896467934, 4.963594988408253 52.31656811099053, 4.961692448174658 52.31864487309396, 4.959369864109657 52.32118030452327, 4.961474902711558 52.321901705786416, 4.962188410684266 52.32279059899718, 4.962794527545466 52.32301670471123, 4.96474324160505 52.32288526717316, 4.965696108793142 52.32321343817853, 4.96717488052649 52.32321177638688, 4.967471595803325 52.323314660613214))"
145,1134.jpg,non-gentrified,2019,"['4.9726412', '52.3220422']",POINT (4.9726412 52.3220422),G-buurt West,"POLYGON ((4.967471595803325 52.323314660613214, 4.967558013530156 52.32321906778099, 4.967725722884645 52.323058017674754, 4.967848814238079 52.323008527016235, 4.969600527800501 52.32289212955286, 4.969760023769187 52.32291740870531, 4.970176432723697 52.32247348884946, 4.970305082691359 52.32251892593871, 4.971537551932751 52.322972604950586, 4.972165192329051 52.3231453508614, 4.972556801986995 52.32328167500351, 4.973179094445593 52.323509761321034, 4.973810884586872 52.32280458922676, 4.977487638808929 52.32397805627141, 4.977507547518865 52.32383131030635, 4.9780183883391445 52.323462827623906, 4.977818434537443 52.32318729053751, 4.9775378485477395 52.323082510862996, 4.974621149807652 52.322076802846205, 4.974333603053512 52.322375361678915, 4.968900393575105 52.32048129664511, 4.970313417189066 52.31896573450528, 4.967763734041121 52.31809214486388, 4.966952899671273 52.31768194192261, 4.964994945311219 52.317027896467934, 4.963594988408253 52.31656811099053, 4.961692448174658 52.31864487309396, 4.959369864109657 52.32118030452327, 4.961474902711558 52.321901705786416, 4.962188410684266 52.32279059899718, 4.962794527545466 52.32301670471123, 4.96474324160505 52.32288526717316, 4.965696108793142 52.32321343817853, 4.96717488052649 52.32321177638688, 4.967471595803325 52.323314660613214))"
146,1135.jpg,non-gentrified,2019,"['4.9727987', '52.3220976']",POINT (4.9727987 52.3220976),G-buurt West,"POLYGON ((4.967471595803325 52.323314660613214, 4.967558013530156 52.32321906778099, 4.967725722884645 52.323058017674754, 4.967848814238079 52.323008527016235, 4.969600527800501 52.32289212955286, 4.969760023769187 52.32291740870531, 4.970176432723697 52.32247348884946, 4.970305082691359 52.32251892593871, 4.971537551932751 52.322972604950586, 4.972165192329051 52.3231453508614, 4.972556801986995 52.32328167500351, 4.973179094445593 52.323509761321034, 4.973810884586872 52.32280458922676, 4.977487638808929 52.32397805627141, 4.977507547518865 52.32383131030635, 4.9780183883391445 52.323462827623906, 4.977818434537443 52.32318729053751, 4.9775378485477395 52.323082510862996, 4.974621149807652 52.322076802846205, 4.974333603053512 52.322375361678915, 4.968900393575105 52.32048129664511, 4.970313417189066 52.31896573450528, 4.967763734041121 52.31809214486388, 4.966952899671273 52.31768194192261, 4.964994945311219 52.317027896467934, 4.963594988408253 52.31656811099053, 4.961692448174658 52.31864487309396, 4.959369864109657 52.32118030452327, 4.961474902711558 52.321901705786416, 4.962188410684266 52.32279059899718, 4.962794527545466 52.32301670471123, 4.96474324160505 52.32288526717316, 4.965696108793142 52.32321343817853, 4.96717488052649 52.32321177638688, 4.967471595803325 52.323314660613214))"
147,1136.jpg,non-gentrified,2019,"['4.9727987', '52.3220976']",POINT (4.9727987 52.3220976),G-buurt West,"POLYGON ((4.967471595803325 52.323314660613214, 4.967558013530156 52.32321906778099, 4.967725722884645 52.323058017674754, 4.967848814238079 52.323008527016235, 4.969600527800501 52.32289212955286, 4.969760023769187 52.32291740870531, 4.970176432723697 52.32247348884946, 4.970305082691359 52.32251892593871, 4.971537551932751 52.322972604950586, 4.972165192329051 52.3231453508614, 4.972556801986995 52.32328167500351, 4.973179094445593 52.323509761321034, 4.973810884586872 52.32280458922676, 4.977487638808929 52.32397805627141, 4.977507547518865 52.32383131030635, 4.9780183883391445 52.323462827623906, 4.977818434537443 52.32318729053751, 4.9775378485477395 52.323082510862996, 4.974621149807652 52.322076802846205, 4.974333603053512 52.322375361678915, 4.968900393575105 52.32048129664511, 4.970313417189066 52.31896573450528, 4.967763734041121 52.31809214486388, 4.966952899671273 52.31768194192261, 4.964994945311219 52.317027896467934, 4.963594988408253 52.31656811099053, 4.961692448174658 52.31864487309396, 4.959369864109657 52.32118030452327, 4.961474902711558 52.321901705786416, 4.962188410684266 52.32279059899718, 4.962794527545466 52.32301670471123, 4.96474324160505 52.32288526717316, 4.965696108793142 52.32321343817853, 4.96717488052649 52.32321177638688, 4.967471595803325 52.323314660613214))"
148,1137.jpg,non-gentrified,2019,"['4.9716354', '52.3221219']",POINT (4.9716354 52.3221219),G-buurt West,"POLYGON ((4.967471595803325 52.323314660613214, 4.967558013530156 52.32321906778099, 4.967725722884645 52.323058017674754, 4.967848814238079 52.323008527016235, 4.969600527800501 52.32289212955286, 4.969760023769187 52.32291740870531, 4.970176432723697 52.32247348884946, 4.970305082691359 52.32251892593871, 4.971537551932751 52.322972604950586, 4.972165192329051 52.3231453508614, 4.972556801986995 52.32328167500351, 4.973179094445593 52.323509761321034, 4.973810884586872 52.32280458922676, 4.977487638808929 52.32397805627141, 4.977507547518865 52.32383131030635, 4.9780183883391445 52.323462827623906, 4.977818434537443 52.32318729053751, 4.9775378485477395 52.323082510862996, 4.974621149807652 52.322076802846205, 4.974333603053512 52.322375361678915, 4.968900393575105 52.32048129664511, 4.970313417189066 52.31896573450528, 4.967763734041121 52.31809214486388, 4.966952899671273 52.31768194192261, 4.964994945311219 52.317027896467934, 4.963594988408253 52.31656811099053, 4.961692448174658 52.31864487309396, 4.959369864109657 52.32118030452327, 4.961474902711558 52.321901705786416, 4.962188410684266 52.32279059899718, 4.962794527545466 52.32301670471123, 4.96474324160505 52.32288526717316, 4.965696108793142 52.32321343817853, 4.96717488052649 52.32321177638688, 4.967471595803325 52.323314660613214))"
149,1138.jpg,non-gentrified,2019,"['4.9716354', '52.3221219']",POINT (4.9716354 52.3221219),G-buurt West,"POLYGON ((4.967471595803325 52.323314660613214, 4.967558013530156 52.32321906778099, 4.967725722884645 52.323058017674754, 4.967848814238079 52.323008527016235, 4.969600527800501 52.32289212955286, 4.969760023769187 52.32291740870531, 4.970176432723697 52.32247348884946, 4.970305082691359 52.32251892593871, 4.971537551932751 52.322972604950586, 4.972165192329051 52.3231453508614, 4.972556801986995 52.32328167500351, 4.973179094445593 52.323509761321034, 4.973810884586872 52.32280458922676, 4.977487638808929 52.32397805627141, 4.977507547518865 52.32383131030635, 4.9780183883391445 52.323462827623906, 4.977818434537443 52.32318729053751, 4.9775378485477395 52.323082510862996, 4.974621149807652 52.322076802846205, 4.974333603053512 52.322375361678915, 4.968900393575105 52.32048129664511, 4.970313417189066 52.31896573450528, 4.967763734041121 52.31809214486388, 4.966952899671273 52.31768194192261, 4.964994945311219 52.317027896467934, 4.963594988408253 52.31656811099053, 4.961692448174658 52.31864487309396, 4.959369864109657 52.32118030452327, 4.961474902711558 52.321901705786416, 4.962188410684266 52.32279059899718, 4.962794527545466 52.32301670471123, 4.96474324160505 52.32288526717316, 4.965696108793142 52.32321343817853, 4.96717488052649 52.32321177638688, 4.967471595803325 52.323314660613214))"
150,1139.jpg,non-gentrified,2019,"['4.9704043', '52.3221579']",POINT (4.9704043 52.3221579),G-buurt West,"POLYGON ((4.967471595803325 52.323314660613214, 4.967558013530156 52.32321906778099, 4.967725722884645 52.323058017674754, 4.967848814238079 52.323008527016235, 4.969600527800501 52.32289212955286, 4.969760023769187 52.32291740870531, 4.970176432723697 52.32247348884946, 4.970305082691359 52.32251892593871, 4.971537551932751 52.322972604950586, 4.972165192329051 52.3231453508614, 4.972556801986995 52.32328167500351, 4.973179094445593 52.323509761321034, 4.973810884586872 52.32280458922676, 4.977487638808929 52.32397805627141, 4.977507547518865 52.32383131030635, 4.9780183883391445 52.323462827623906, 4.977818434537443 52.32318729053751, 4.9775378485477395 52.323082510862996, 4.974621149807652 52.322076802846205, 4.974333603053512 52.322375361678915, 4.968900393575105 52.32048129664511, 4.970313417189066 52.31896573450528, 4.967763734041121 52.31809214486388, 4.966952899671273 52.31768194192261, 4.964994945311219 52.317027896467934, 4.963594988408253 52.31656811099053, 4.961692448174658 52.31864487309396, 4.959369864109657 52.32118030452327, 4.961474902711558 52.321901705786416, 4.962188410684266 52.32279059899718, 4.962794527545466 52.32301670471123, 4.96474324160505 52.32288526717316, 4.965696108793142 52.32321343817853, 4.96717488052649 52.32321177638688, 4.967471595803325 52.323314660613214))"
151,1140.jpg,non-gentrified,2019,"['4.9704043', '52.3221579']",POINT (4.9704043 52.3221579),G-buurt West,"POLYGON ((4.967471595803325 52.323314660613214, 4.967558013530156 52.32321906778099, 4.967725722884645 52.323058017674754, 4.967848814238079 52.323008527016235, 4.969600527800501 52.32289212955286, 4.969760023769187 52.32291740870531, 4.970176432723697 52.32247348884946, 4.970305082691359 52.32251892593871, 4.971537551932751 52.322972604950586, 4.972165192329051 52.3231453508614, 4.972556801986995 52.32328167500351, 4.973179094445593 52.323509761321034, 4.973810884586872 52.32280458922676, 4.977487638808929 52.32397805627141, 4.977507547518865 52.32383131030635, 4.9780183883391445 52.323462827623906, 4.977818434537443 52.32318729053751, 4.9775378485477395 52.323082510862996, 4.974621149807652 52.322076802846205, 4.974333603053512 52.322375361678915, 4.968900393575105 52.32048129664511, 4.970313417189066 52.31896573450528, 4.967763734041121 52.31809214486388, 4.966952899671273 52.31768194192261, 4.964994945311219 52.317027896467934, 4.963594988408253 52.31656811099053, 4.961692448174658 52.31864487309396, 4.959369864109657 52.32118030452327, 4.961474902711558 52.321901705786416, 4.962188410684266 52.32279059899718, 4.962794527545466 52.32301670471123, 4.96474324160505 52.32288526717316, 4.965696108793142 52.32321343817853, 4.96717488052649 52.32321177638688, 4.967471595803325 52.323314660613214))"
152,1141.jpg,non-gentrified,2019,"['4.9730749', '52.3221936']",POINT (4.9730749 52.3221936),G-buurt West,"POLYGON ((4.967471595803325 52.323314660613214, 4.967558013530156 52.32321906778099, 4.967725722884645 52.323058017674754, 4.967848814238079 52.323008527016235, 4.969600527800501 52.32289212955286, 4.969760023769187 52.32291740870531, 4.970176432723697 52.32247348884946, 4.970305082691359 52.32251892593871, 4.971537551932751 52.322972604950586, 4.972165192329051 52.3231453508614, 4.972556801986995 52.32328167500351, 4.973179094445593 52.323509761321034, 4.973810884586872 52.32280458922676, 4.977487638808929 52.32397805627141, 4.977507547518865 52.32383131030635, 4.9780183883391445 52.323462827623906, 4.977818434537443 52.32318729053751, 4.9775378485477395 52.323082510862996, 4.974621149807652 52.322076802846205, 4.974333603053512 52.322375361678915, 4.968900393575105 52.32048129664511, 4.970313417189066 52.31896573450528, 4.967763734041121 52.31809214486388, 4.966952899671273 52.31768194192261, 4.964994945311219 52.317027896467934, 4.963594988408253 52.31656811099053, 4.961692448174658 52.31864487309396, 4.959369864109657 52.32118030452327, 4.961474902711558 52.321901705786416, 4.962188410684266 52.32279059899718, 4.962794527545466 52.32301670471123, 4.96474324160505 52.32288526717316, 4.965696108793142 52.32321343817853, 4.96717488052649 52.32321177638688, 4.967471595803325 52.323314660613214))"
153,1142.jpg,non-gentrified,2019,"['4.9719185', '52.3222219']",POINT (4.9719185 52.3222219),G-buurt West,"POLYGON ((4.967471595803325 52.323314660613214, 4.967558013530156 52.32321906778099, 4.967725722884645 52.323058017674754, 4.967848814238079 52.323008527016235, 4.969600527800501 52.32289212955286, 4.969760023769187 52.32291740870531, 4.970176432723697 52.32247348884946, 4.970305082691359 52.32251892593871, 4.971537551932751 52.322972604950586, 4.972165192329051 52.3231453508614, 4.972556801986995 52.32328167500351, 4.973179094445593 52.323509761321034, 4.973810884586872 52.32280458922676, 4.977487638808929 52.32397805627141, 4.977507547518865 52.32383131030635, 4.9780183883391445 52.323462827623906, 4.977818434537443 52.32318729053751, 4.9775378485477395 52.323082510862996, 4.974621149807652 52.322076802846205, 4.974333603053512 52.322375361678915, 4.968900393575105 52.32048129664511, 4.970313417189066 52.31896573450528, 4.967763734041121 52.31809214486388, 4.966952899671273 52.31768194192261, 4.964994945311219 52.317027896467934, 4.963594988408253 52.31656811099053, 4.961692448174658 52.31864487309396, 4.959369864109657 52.32118030452327, 4.961474902711558 52.321901705786416, 4.962188410684266 52.32279059899718, 4.962794527545466 52.32301670471123, 4.96474324160505 52.32288526717316, 4.965696108793142 52.32321343817853, 4.96717488052649 52.32321177638688, 4.967471595803325 52.323314660613214))"
154,1143.jpg,non-gentrified,2019,"['4.9721517', '52.3223058']",POINT (4.9721517 52.3223058),G-buurt West,"POLYGON ((4.967471595803325 52.323314660613214, 4.967558013530156 52.32321906778099, 4.967725722884645 52.323058017674754, 4.967848814238079 52.323008527016235, 4.969600527800501 52.32289212955286, 4.969760023769187 52.32291740870531, 4.970176432723697 52.32247348884946, 4.970305082691359 52.32251892593871, 4.971537551932751 52.322972604950586, 4.972165192329051 52.3231453508614, 4.972556801986995 52.32328167500351, 4.973179094445593 52.323509761321034, 4.973810884586872 52.32280458922676, 4.977487638808929 52.32397805627141, 4.977507547518865 52.32383131030635, 4.9780183883391445 52.323462827623906, 4.977818434537443 52.32318729053751, 4.9775378485477395 52.323082510862996, 4.974621149807652 52.322076802846205, 4.974333603053512 52.322375361678915, 4.968900393575105 52.32048129664511, 4.970313417189066 52.31896573450528, 4.967763734041121 52.31809214486388, 4.966952899671273 52.31768194192261, 4.964994945311219 52.317027896467934, 4.963594988408253 52.31656811099053, 4.961692448174658 52.31864487309396, 4.959369864109657 52.32118030452327, 4.961474902711558 52.321901705786416, 4.962188410684266 52.32279059899718, 4.962794527545466 52.32301670471123, 4.96474324160505 52.32288526717316, 4.965696108793142 52.32321343817853, 4.96717488052649 52.32321177638688, 4.967471595803325 52.323314660613214))"
155,1144.jpg,non-gentrified,2019,"['4.9721517', '52.3223058']",POINT (4.9721517 52.3223058),G-buurt West,"POLYGON ((4.967471595803325 52.323314660613214, 4.967558013530156 52.32321906778099, 4.967725722884645 52.323058017674754, 4.967848814238079 52.323008527016235, 4.969600527800501 52.32289212955286, 4.969760023769187 52.32291740870531, 4.970176432723697 52.32247348884946, 4.970305082691359 52.32251892593871, 4.971537551932751 52.322972604950586, 4.972165192329051 52.3231453508614, 4.972556801986995 52.32328167500351, 4.973179094445593 52.323509761321034, 4.973810884586872 52.32280458922676, 4.977487638808929 52.32397805627141, 4.977507547518865 52.32383131030635, 4.9780183883391445 52.323462827623906, 4.977818434537443 52.32318729053751, 4.9775378485477395 52.323082510862996, 4.974621149807652 52.322076802846205, 4.974333603053512 52.322375361678915, 4.968900393575105 52.32048129664511, 4.970313417189066 52.31896573450528, 4.967763734041121 52.31809214486388, 4.966952899671273 52.31768194192261, 4.964994945311219 52.317027896467934, 4.963594988408253 52.31656811099053, 4.961692448174658 52.31864487309396, 4.959369864109657 52.32118030452327, 4.961474902711558 52.321901705786416, 4.962188410684266 52.32279059899718, 4.962794527545466 52.32301670471123, 4.96474324160505 52.32288526717316, 4.965696108793142 52.32321343817853, 4.96717488052649 52.32321177638688, 4.967471595803325 52.323314660613214))"
156,1145.jpg,non-gentrified,2019,"['4.9721517', '52.3223058']",POINT (4.9721517 52.3223058),G-buurt West,"POLYGON ((4.967471595803325 52.323314660613214, 4.967558013530156 52.32321906778099, 4.967725722884645 52.323058017674754, 4.967848814238079 52.323008527016235, 4.969600527800501 52.32289212955286, 4.969760023769187 52.32291740870531, 4.970176432723697 52.32247348884946, 4.970305082691359 52.32251892593871, 4.971537551932751 52.322972604950586, 4.972165192329051 52.3231453508614, 4.972556801986995 52.32328167500351, 4.973179094445593 52.323509761321034, 4.973810884586872 52.32280458922676, 4.977487638808929 52.32397805627141, 4.977507547518865 52.32383131030635, 4.9780183883391445 52.323462827623906, 4.977818434537443 52.32318729053751, 4.9775378485477395 52.323082510862996, 4.974621149807652 52.322076802846205, 4.974333603053512 52.322375361678915, 4.968900393575105 52.32048129664511, 4.970313417189066 52.31896573450528, 4.967763734041121 52.31809214486388, 4.966952899671273 52.31768194192261, 4.964994945311219 52.317027896467934, 4.963594988408253 52.31656811099053, 4.961692448174658 52.31864487309396, 4.959369864109657 52.32118030452327, 4.961474902711558 52.321901705786416, 4.962188410684266 52.32279059899718, 4.962794527545466 52.32301670471123, 4.96474324160505 52.32288526717316, 4.965696108793142 52.32321343817853, 4.96717488052649 52.32321177638688, 4.967471595803325 52.323314660613214))"
157,1146.jpg,non-gentrified,2019,"['4.972297', '52.3223562']",POINT (4.972297 52.3223562),G-buurt West,"POLYGON ((4.967471595803325 52.323314660613214, 4.967558013530156 52.32321906778099, 4.967725722884645 52.323058017674754, 4.967848814238079 52.323008527016235, 4.969600527800501 52.32289212955286, 4.969760023769187 52.32291740870531, 4.970176432723697 52.32247348884946, 4.970305082691359 52.32251892593871, 4.971537551932751 52.322972604950586, 4.972165192329051 52.3231453508614, 4.972556801986995 52.32328167500351, 4.973179094445593 52.323509761321034, 4.973810884586872 52.32280458922676, 4.977487638808929 52.32397805627141, 4.977507547518865 52.32383131030635, 4.9780183883391445 52.323462827623906, 4.977818434537443 52.32318729053751, 4.9775378485477395 52.323082510862996, 4.974621149807652 52.322076802846205, 4.974333603053512 52.322375361678915, 4.968900393575105 52.32048129664511, 4.970313417189066 52.31896573450528, 4.967763734041121 52.31809214486388, 4.966952899671273 52.31768194192261, 4.964994945311219 52.317027896467934, 4.963594988408253 52.31656811099053, 4.961692448174658 52.31864487309396, 4.959369864109657 52.32118030452327, 4.961474902711558 52.321901705786416, 4.962188410684266 52.32279059899718, 4.962794527545466 52.32301670471123, 4.96474324160505 52.32288526717316, 4.965696108793142 52.32321343817853, 4.96717488052649 52.32321177638688, 4.967471595803325 52.323314660613214))"
158,1147.jpg,non-gentrified,2019,"['4.97292', '52.3225657']",POINT (4.97292 52.3225657),G-buurt West,"POLYGON ((4.967471595803325 52.323314660613214, 4.967558013530156 52.32321906778099, 4.967725722884645 52.323058017674754, 4.967848814238079 52.323008527016235, 4.969600527800501 52.32289212955286, 4.969760023769187 52.32291740870531, 4.970176432723697 52.32247348884946, 4.970305082691359 52.32251892593871, 4.971537551932751 52.322972604950586, 4.972165192329051 52.3231453508614, 4.972556801986995 52.32328167500351, 4.973179094445593 52.323509761321034, 4.973810884586872 52.32280458922676, 4.977487638808929 52.32397805627141, 4.977507547518865 52.32383131030635, 4.9780183883391445 52.323462827623906, 4.977818434537443 52.32318729053751, 4.9775378485477395 52.323082510862996, 4.974621149807652 52.322076802846205, 4.974333603053512 52.322375361678915, 4.968900393575105 52.32048129664511, 4.970313417189066 52.31896573450528, 4.967763734041121 52.31809214486388, 4.966952899671273 52.31768194192261, 4.964994945311219 52.317027896467934, 4.963594988408253 52.31656811099053, 4.961692448174658 52.31864487309396, 4.959369864109657 52.32118030452327, 4.961474902711558 52.321901705786416, 4.962188410684266 52.32279059899718, 4.962794527545466 52.32301670471123, 4.96474324160505 52.32288526717316, 4.965696108793142 52.32321343817853, 4.96717488052649 52.32321177638688, 4.967471595803325 52.323314660613214))"
159,1148.jpg,non-gentrified,2019,"['4.97292', '52.3225657']",POINT (4.97292 52.3225657),G-buurt West,"POLYGON ((4.967471595803325 52.323314660613214, 4.967558013530156 52.32321906778099, 4.967725722884645 52.323058017674754, 4.967848814238079 52.323008527016235, 4.969600527800501 52.32289212955286, 4.969760023769187 52.32291740870531, 4.970176432723697 52.32247348884946, 4.970305082691359 52.32251892593871, 4.971537551932751 52.322972604950586, 4.972165192329051 52.3231453508614, 4.972556801986995 52.32328167500351, 4.973179094445593 52.323509761321034, 4.973810884586872 52.32280458922676, 4.977487638808929 52.32397805627141, 4.977507547518865 52.32383131030635, 4.9780183883391445 52.323462827623906, 4.977818434537443 52.32318729053751, 4.9775378485477395 52.323082510862996, 4.974621149807652 52.322076802846205, 4.974333603053512 52.322375361678915, 4.968900393575105 52.32048129664511, 4.970313417189066 52.31896573450528, 4.967763734041121 52.31809214486388, 4.966952899671273 52.31768194192261, 4.964994945311219 52.317027896467934, 4.963594988408253 52.31656811099053, 4.961692448174658 52.31864487309396, 4.959369864109657 52.32118030452327, 4.961474902711558 52.321901705786416, 4.962188410684266 52.32279059899718, 4.962794527545466 52.32301670471123, 4.96474324160505 52.32288526717316, 4.965696108793142 52.32321343817853, 4.96717488052649 52.32321177638688, 4.967471595803325 52.323314660613214))"
160,1149.jpg,non-gentrified,2019,"['4.9730439', '52.3226072']",POINT (4.9730439 52.3226072),G-buurt West,"POLYGON ((4.967471595803325 52.323314660613214, 4.967558013530156 52.32321906778099, 4.967725722884645 52.323058017674754, 4.967848814238079 52.323008527016235, 4.969600527800501 52.32289212955286, 4.969760023769187 52.32291740870531, 4.970176432723697 52.32247348884946, 4.970305082691359 52.32251892593871, 4.971537551932751 52.322972604950586, 4.972165192329051 52.3231453508614, 4.972556801986995 52.32328167500351, 4.973179094445593 52.323509761321034, 4.973810884586872 52.32280458922676, 4.977487638808929 52.32397805627141, 4.977507547518865 52.32383131030635, 4.9780183883391445 52.323462827623906, 4.977818434537443 52.32318729053751, 4.9775378485477395 52.323082510862996, 4.974621149807652 52.322076802846205, 4.974333603053512 52.322375361678915, 4.968900393575105 52.32048129664511, 4.970313417189066 52.31896573450528, 4.967763734041121 52.31809214486388, 4.966952899671273 52.31768194192261, 4.964994945311219 52.317027896467934, 4.963594988408253 52.31656811099053, 4.961692448174658 52.31864487309396, 4.959369864109657 52.32118030452327, 4.961474902711558 52.321901705786416, 4.962188410684266 52.32279059899718, 4.962794527545466 52.32301670471123, 4.96474324160505 52.32288526717316, 4.965696108793142 52.32321343817853, 4.96717488052649 52.32321177638688, 4.967471595803325 52.323314660613214))"
161,1150.jpg,gentrified,2019,"['4.8869706', '52.3522048']",POINT (4.8869706 52.3522048),Cornelis Troostbuurt,"POLYGON ((4.891286888970093 52.34822464425639, 4.886311837473333 52.34846420477026, 4.886358125016344 52.34894043714468, 4.8865301380359645 52.34979239514575, 4.8864971090187135 52.35221939780444, 4.886782134963351 52.35221417691483, 4.891167156822429 52.352799131925956, 4.891383156902782 52.35210798043677, 4.891355369915345 52.35141580747636, 4.8916005176779755 52.35064370802982, 4.8913256466028745 52.348440332975, 4.891286888970093 52.34822464425639))"
162,1151.jpg,gentrified,2019,"['4.8869706', '52.3522048']",POINT (4.8869706 52.3522048),Cornelis Troostbuurt,"POLYGON ((4.891286888970093 52.34822464425639, 4.886311837473333 52.34846420477026, 4.886358125016344 52.34894043714468, 4.8865301380359645 52.34979239514575, 4.8864971090187135 52.35221939780444, 4.886782134963351 52.35221417691483, 4.891167156822429 52.352799131925956, 4.891383156902782 52.35210798043677, 4.891355369915345 52.35141580747636, 4.8916005176779755 52.35064370802982, 4.8913256466028745 52.348440332975, 4.891286888970093 52.34822464425639))"
163,1152.jpg,non-gentrified,2019,"['4.8872371', '52.352236']",POINT (4.8872371 52.352236),Cornelis Troostbuurt,"POLYGON ((4.891286888970093 52.34822464425639, 4.886311837473333 52.34846420477026, 4.886358125016344 52.34894043714468, 4.8865301380359645 52.34979239514575, 4.8864971090187135 52.35221939780444, 4.886782134963351 52.35221417691483, 4.891167156822429 52.352799131925956, 4.891383156902782 52.35210798043677, 4.891355369915345 52.35141580747636, 4.8916005176779755 52.35064370802982, 4.8913256466028745 52.348440332975, 4.891286888970093 52.34822464425639))"
164,1153.jpg,non-gentrified,2019,"['4.8874107', '52.3522601']",POINT (4.8874107 52.3522601),Cornelis Troostbuurt,"POLYGON ((4.891286888970093 52.34822464425639, 4.886311837473333 52.34846420477026, 4.886358125016344 52.34894043714468, 4.8865301380359645 52.34979239514575, 4.8864971090187135 52.35221939780444, 4.886782134963351 52.35221417691483, 4.891167156822429 52.352799131925956, 4.891383156902782 52.35210798043677, 4.891355369915345 52.35141580747636, 4.8916005176779755 52.35064370802982, 4.8913256466028745 52.348440332975, 4.891286888970093 52.34822464425639))"
165,1154.jpg,gentrified,2019,"['4.8874107', '52.3522601']",POINT (4.8874107 52.3522601),Cornelis Troostbuurt,"POLYGON ((4.891286888970093 52.34822464425639, 4.886311837473333 52.34846420477026, 4.886358125016344 52.34894043714468, 4.8865301380359645 52.34979239514575, 4.8864971090187135 52.35221939780444, 4.886782134963351 52.35221417691483, 4.891167156822429 52.352799131925956, 4.891383156902782 52.35210798043677, 4.891355369915345 52.35141580747636, 4.8916005176779755 52.35064370802982, 4.8913256466028745 52.348440332975, 4.891286888970093 52.34822464425639))"
166,1155.jpg,non-gentrified,2019,"['4.8877507', '52.3523053']",POINT (4.8877507 52.3523053),Cornelis Troostbuurt,"POLYGON ((4.891286888970093 52.34822464425639, 4.886311837473333 52.34846420477026, 4.886358125016344 52.34894043714468, 4.8865301380359645 52.34979239514575, 4.8864971090187135 52.35221939780444, 4.886782134963351 52.35221417691483, 4.891167156822429 52.352799131925956, 4.891383156902782 52.35210798043677, 4.891355369915345 52.35141580747636, 4.8916005176779755 52.35064370802982, 4.8913256466028745 52.348440332975, 4.891286888970093 52.34822464425639))"
167,1156.jpg,non-gentrified,2019,"['4.8869227', '52.3523106']",POINT (4.8869227 52.3523106),Hercules Seghersbuurt,"POLYGON ((4.886774062345103 52.35529280554685, 4.889076402914332 52.35516311657401, 4.890452942419485 52.355447206641124, 4.890321132590224 52.35488954823953, 4.891167156822429 52.352799131925956, 4.886782134963351 52.35221417691483, 4.8864971090187135 52.35221939780444, 4.886509639132605 52.3528976663488, 4.886793231821995 52.353449544902105, 4.886823487350621 52.35463259501717, 4.886774062345103 52.35529280554685))"
168,1157.jpg,gentrified,2019,"['4.8872123', '52.3523183']",POINT (4.8872123 52.3523183),Hercules Seghersbuurt,"POLYGON ((4.886774062345103 52.35529280554685, 4.889076402914332 52.35516311657401, 4.890452942419485 52.355447206641124, 4.890321132590224 52.35488954823953, 4.891167156822429 52.352799131925956, 4.886782134963351 52.35221417691483, 4.8864971090187135 52.35221939780444, 4.886509639132605 52.3528976663488, 4.886793231821995 52.353449544902105, 4.886823487350621 52.35463259501717, 4.886774062345103 52.35529280554685))"
169,1158.jpg,non-gentrified,2019,"['4.8872794', '52.3523261']",POINT (4.8872794 52.3523261),Hercules Seghersbuurt,"POLYGON ((4.886774062345103 52.35529280554685, 4.889076402914332 52.35516311657401, 4.890452942419485 52.355447206641124, 4.890321132590224 52.35488954823953, 4.891167156822429 52.352799131925956, 4.886782134963351 52.35221417691483, 4.8864971090187135 52.35221939780444, 4.886509639132605 52.3528976663488, 4.886793231821995 52.353449544902105, 4.886823487350621 52.35463259501717, 4.886774062345103 52.35529280554685))"
